ein,name,careofname,address,city,state,zipcode,exemption_number,subsection_code,affiliation_code,classification_codes,ruling_date,deductibility_code,foundation_code,activity_codes,organization_code,exempt_organization_status_code,tax_period,asset_code,income_code,filing_requirement_code,pf_filing_requirement_code,accounting_period,asset_amount,income_amount,revenue_amount,ntee_code,sort_name,created_at,updated_at,data_source,raw_ntee_code,subseccd,sub_name,strein,ntee_letter
472499578,Code Platoon,% RODRIGO LEVY,1221 GREENWOOD AVE,Wilmette,IL,60091-1621,0,3,3,1000,2015-04-01,1,15,000000000,1,1,2024-12-01,6,6,1,0,12,1955995.0,3886856.0,3668064.0,J22,,2023-05-09T20:31:36.010Z,2025-11-18T01:39:46.840Z,current_2025_11_18,J22,3,Code Platoon,47-2499578,J
367148236,Chicago Humanities Festival,,500 N DEARBORN ST STE 825,Chicago,IL,60654-7659,0,3,3,1000,1996-12-01,1,15,994064000,1,1,2024-02-01,8,6,1,0,2,19397188.0,3762958.0,3666678.0,A99,,2023-05-09T20:29:39.765Z,2025-11-18T01:39:01.266Z,current_2025_11_18,A99,3,Chicago Humanities Festival,36-7148236,A
363904296,Single Room Housing Assistance Corporation,,501 N CENTRAL AVENUE,Chicago,IL,60644-1509,0,3,3,1000,1995-02-01,1,15,994560000,1,1,2017-12-01,6,6,1,0,12,3160828.0,3665963.0,3665963.0,L80,,2022-02-10T16:05:02.956Z,2022-02-10T16:05:02.956Z,pre_2022_03_18,L80,3,Single Room Housing Assistance Corporation,36-3904296,L
710929252,African Vision Of Hope,% JUDITH BERTELS,8 PROFESSIONAL PARK DR,Maryville,IL,62062-5672,0,3,3,1200,2005-06-01,1,15,000000000,1,1,2023-12-01,6,6,1,0,12,2872943.0,3791709.0,3664213.0,Q30,,2023-05-09T20:33:08.388Z,2025-11-18T01:40:20.080Z,current_2025_11_18,Q30,3,African Vision Of Hope,71-0929252,Q
370752849,Boys & Girls Clubs Of Central Illinois,,300 S 15TH ST,Springfield,IL,62703-1219,0,3,3,1000,1988-02-01,1,16,321000000,1,1,2024-06-01,6,6,1,0,6,1725008.0,3710565.0,3663035.0,O23Z,,2023-05-09T20:29:41.066Z,2025-11-18T01:39:01.266Z,current_2025_11_18,O23Z,3,Boys & Girls Clubs Of Central Illinois,37-0752849,O
360750130,Arts Club Of Chicago,% JANINE MILEAF,201 E ONTARIO ST,Chicago,IL,60611-3204,0,3,3,2000,1937-05-01,1,16,119060000,1,1,2024-06-01,8,6,1,0,6,25227889.0,4600397.0,3662978.0,A400,,2023-05-09T20:29:19.658Z,2025-11-18T01:38:52.395Z,current_2025_11_18,A400,3,Arts Club Of Chicago,36-0750130,A
813682982,Share Association,% DONNA J HUDI,330 N WABASH AVE STE 2000,Chicago,IL,60611-7621,0,6,3,2000,2017-03-01,2,0,000000000,1,1,2024-12-01,7,6,1,0,12,6596107.0,3783527.0,3667463.0,S41,,2023-05-09T20:33:28.006Z,2025-11-18T01:40:26.356Z,current_2025_11_18,S41,6,Share Association,81-3682982,S
364465219,Community Foundation For Mchenry County,,33 E WOODSTOCK ST,Crystal Lake,IL,60014-4381,0,3,3,1000,2001-12-01,1,15,000000000,1,1,2024-09-01,9,7,1,0,9,51065517.0,7451631.0,3654832.0,T31,,2023-05-09T20:29:35.090Z,2025-11-18T01:38:58.133Z,current_2025_11_18,T31,3,Community Foundation For Mchenry County,36-4465219,T
364470186,High Jump,,820 W JACKSON BLVD STE 310,Chicago,IL,60607-3062,0,3,3,2000,2001-12-01,1,15,000000000,1,1,2024-06-01,6,6,1,0,6,2978790.0,4066684.0,3651496.0,B192,,2023-05-09T20:29:35.162Z,2025-11-18T01:38:58.133Z,current_2025_11_18,B192,3,High Jump,36-4470186,B
271636147,Oak Grove Development Corporation,% DAVID NORTHERN,2008 N MARKET ST,Champaign,IL,61822-1308,0,3,3,1200,2011-05-01,1,15,000000000,1,1,2023-12-01,7,6,1,0,12,7503257.0,3649580.0,3649580.0,L21,,2023-05-09T20:27:53.949Z,2025-11-18T01:38:24.286Z,current_2025_11_18,L21,3,Oak Grove Development Corporation,27-1636147,L
811054499,City Bureau Nfp,,3619 S STATE ST STE 400,Chicago,IL,60609-2181,0,3,3,1200,2018-05-01,1,15,000000000,1,1,2023-12-01,7,6,1,0,12,5268896.0,3646778.0,3646778.0,A30,,2023-05-09T20:33:19.593Z,2025-11-18T01:40:23.218Z,current_2025_11_18,A30,3,City Bureau Nfp,81-1054499,A
516570085,Mary D Clapham Charitable Tr,% JPMORGAN CHASE BANK,10 S DEARBORN IL1-0111,Chicago,IL,60603-2300,0,3,3,1000,2007-08-01,1,4,000000000,2,1,2024-11-01,8,8,0,1,11,42679631.0,13313904.0,,T20,,2023-05-09T20:31:56.031Z,2025-11-18T01:39:52.559Z,current_2025_11_18,T20,3,Mary D Clapham Charitable Tr,51-6570085,T
522376242,The Dream Center Of Peoria Nfp,% STEVE MIKESELL,714 HAMILTON BLVD,Peoria,IL,61603-3617,0,3,3,1000,2003-12-01,1,15,000000000,1,1,2024-12-01,7,6,1,0,12,5765651.0,4166632.0,4144468.0,X20,,2023-05-09T20:32:10.952Z,2025-11-18T01:39:58.570Z,current_2025_11_18,X20,3,The Dream Center Of Peoria Nfp,52-2376242,X
370724114,Illinois Presbyterian Home,,2005 W LAWRENCE AVE,Springfield,IL,62704-1414,0,3,3,1000,1972-08-01,1,17,382000000,1,1,2023-12-01,8,6,1,0,12,12689952.0,3719836.0,3639044.0,P75Z,,2023-05-09T20:29:40.929Z,2025-11-18T01:39:01.266Z,current_2025_11_18,P75Z,3,Illinois Presbyterian Home,37-0724114,P
871828647,Jones Lang Lasalle Foundation Inc,% JAMES JASIONOWSKI,200 E RANDOLPH ST STE 4300,Chicago,IL,60601-6519,0,3,3,1000,2022-03-01,1,4,000000000,1,1,2024-12-01,7,6,0,1,12,9215000.0,3638342.0,,T22,Jll Foundation,2023-05-09T20:34:49.828Z,2025-11-18T01:40:54.403Z,current_2025_11_18,T22,3,Jones Lang Lasalle Foundation Inc Jll Foundation,87-1828647,T
362524811,The Dusable Black History Museum And Education Center,,740 E 56TH PL,Chicago,IL,60637-1408,0,3,3,2000,1963-07-01,1,16,161180030,1,1,2023-12-01,8,6,1,0,12,14233507.0,3676836.0,3638079.0,A500,,2023-05-09T20:29:21.571Z,2025-11-18T01:38:55.197Z,current_2025_11_18,A500,3,The Dusable Black History Museum And Education Center,36-2524811,A
852527687,Dion S Chicago Dream Inc Nfp,,180 N WINDMERE CIR,Matteson,IL,60443-2121,0,3,3,1000,2020-11-01,1,15,000000000,1,1,2024-12-01,6,7,1,0,12,2698939.0,6053528.0,6053528.0,K30,,2023-05-09T20:34:30.427Z,2025-11-18T01:40:48.284Z,current_2025_11_18,K30,3,Dion S Chicago Dream Inc Nfp,85-2527687,K
680489248,Community Help Center,% SIMA QURAISHI,28282 DEVON AVE,Chicago,IL,60659-0000,0,3,3,2000,2003-11-01,1,15,000000000,1,1,2024-12-01,6,6,1,0,12,4251399.0,3633360.0,3633360.0,P84,Muslim Women Resource Center,2023-05-09T20:33:07.716Z,2025-11-18T01:40:20.080Z,current_2025_11_18,P84,3,Community Help Center Muslim Women Resource Center,68-0489248,P
472378708,Sdco 2121 Belmont Inc,% JESSICA HAMILL,222 SOUTH RIVERSIDE PLAZA 34TH FLR,Chicago,IL,60606-6886,0,25,3,1000,2015-10-01,2,0,000000000,1,1,2024-12-01,8,6,1,0,12,35652454.0,3631644.0,3631644.0,S40,,2023-05-09T20:31:35.381Z,2025-11-18T01:39:46.840Z,current_2025_11_18,S40,25,Sdco 2121 Belmont Inc,47-2378708,S
364141385,Washington Area Community Center Inc,% VIKKI J POORMAN,360 N WILMOR RD,Washington,IL,61571-1252,0,3,3,1000,1997-10-01,1,15,994400000,1,1,2024-12-01,8,6,1,0,12,14518391.0,3647292.0,3628088.0,N30,,2023-05-09T20:29:32.629Z,2025-11-18T01:38:58.133Z,current_2025_11_18,N30,3,Washington Area Community Center Inc,36-4141385,N
362167843,United Way Of Rock River Valley,,612 N MAIN ST STE 300,Rockford,IL,61103-6998,0,3,3,1900,1937-07-01,1,15,600927602,1,1,2024-06-01,7,6,1,0,6,9746473.0,3619821.0,3619821.0,T700,,2023-05-09T20:29:20.421Z,2025-11-18T01:38:52.395Z,current_2025_11_18,T700,3,United Way Of Rock River Valley,36-2167843,T
366008344,Austin Special Chicago,,5318 N ELSTON AVE,Chicago,IL,60630-1611,0,3,3,1000,1955-03-01,1,11,031000000,5,1,2024-06-01,6,6,1,0,6,2049993.0,3626116.0,3616349.0,B82Z,,2023-05-09T20:29:37.693Z,2025-11-18T01:39:01.266Z,current_2025_11_18,B82Z,3,Austin Special Chicago,36-6008344,B
205055155,Swedish Covenant Hospital Foundation,% SPENCER MEDFORD,5145 N CALIFORNIA AVE,Chicago,IL,60625-3661,2650,3,9,7000,1975-07-01,1,10,001000000,5,1,2023-12-01,9,6,6,0,12,64032859.0,3985908.0,3615541.0,E11,,2023-05-09T20:26:29.781Z,2025-11-18T01:37:53.962Z,current_2025_11_18,E11,3,Swedish Covenant Hospital Foundation,20-5055155,E
814602365,Pui Tak Christian School,,2301 S WENTWORTH AVE,Chicago,IL,60616-2013,0,3,3,2000,2017-03-01,1,11,000000000,1,1,2024-06-01,7,6,1,0,6,7376397.0,4653355.0,3592599.0,B20,,2023-05-09T20:33:31.523Z,2025-11-18T01:40:29.529Z,current_2025_11_18,B20,3,Pui Tak Christian School,81-4602365,B
362167735,Community House,,415 W 8TH ST,Hinsdale,IL,60521-4451,0,3,3,1000,1943-03-01,1,16,319317349,1,1,2024-06-01,7,7,1,0,6,9489540.0,5515855.0,3591099.0,P280,,2023-05-09T20:29:20.348Z,2025-11-18T01:38:52.395Z,current_2025_11_18,P280,3,Community House,36-2167735,P
366002114,Orphans Of The Storm,,PO BOX 31,Deerfield,IL,60015-0031,0,3,3,1000,1951-08-01,1,15,999000000,1,1,2023-12-01,7,6,1,0,12,7941445.0,4157680.0,3590684.0,D200,,2023-05-09T20:29:37.621Z,2025-11-18T01:39:01.266Z,current_2025_11_18,D200,3,Orphans Of The Storm,36-6002114,D
366109808,Chicago Youth Symphony Orchestras,% ANGELA OBANION,410 S MICHIGAN AVE STE 833,Chicago,IL,60605-1302,0,3,3,2000,1948-12-01,1,15,119000000,5,1,2024-06-01,6,6,1,0,6,3608785.0,3966810.0,3585092.0,A690,,2023-05-09T20:29:38.466Z,2025-11-18T01:39:01.266Z,current_2025_11_18,A690,3,Chicago Youth Symphony Orchestras,36-6109808,A
371329067,Bond Madison Water Company,,103 PARK ST,Pocahontas,IL,62275-1146,0,12,3,1000,1999-03-01,2,0,000000000,1,1,2024-12-01,8,6,1,0,12,12785844.0,3712941.0,3712941.0,C32,,2023-05-09T20:29:44.636Z,2025-11-18T01:39:04.098Z,current_2025_11_18,C32,12,Bond Madison Water Company,37-1329067,C
367410704,Mccormack Family Charitable Foundation,% THE NORTHERN TRUST COMPANY,PO BOX 803878,Chicago,IL,60680-3878,0,3,3,1000,2004-08-01,1,4,000000000,2,1,2023-12-01,7,6,0,1,12,8829506.0,3784772.0,,T22,,2023-05-09T20:29:40.045Z,2025-11-18T01:39:01.266Z,current_2025_11_18,T22,3,Mccormack Family Charitable Foundation,36-7410704,T
651169439,Marie Wilkinson Food Pantry Inc,% DIANE RENNER,834 N HIGHLAND AVE,Aurora,IL,60506-2204,0,3,3,1000,2003-10-01,1,15,000000000,1,1,2023-12-01,6,6,1,0,12,1652332.0,3602679.0,3572136.0,P20,,2023-05-09T20:33:06.930Z,2025-11-18T01:40:20.080Z,current_2025_11_18,P20,3,Marie Wilkinson Food Pantry Inc,65-1169439,P
364263831,Childrens Oncology Services Inc,% JEFF INFUSINO,213 W INSTITUTE PL STE 410,Chicago,IL,60610-3194,0,3,3,1000,1999-05-01,1,15,000000000,1,1,2023-12-01,7,6,1,0,12,6285630.0,4109577.0,3569782.0,E99,,2023-05-09T20:29:33.578Z,2025-11-18T01:38:58.133Z,current_2025_11_18,E99,3,Childrens Oncology Services Inc,36-4263831,E
881192170,Ukraine Trustchain,% DANNIL CHERKASSKIY,600A SOUTH BLVD,Evanston,IL,60202-2988,0,3,3,1000,2022-05-01,1,15,000000000,1,1,2024-12-01,6,6,1,0,12,1896259.0,3569306.0,3569306.0,Q33,,2023-05-09T20:35:01.446Z,2025-11-18T01:41:00.466Z,current_2025_11_18,Q33,3,Ukraine Trustchain,88-1192170,Q
364328170,The Historymakers,% JULIEANNA L RICHARDSON,1900 S MICHIGAN AVE,Chicago,IL,60616-5521,0,3,3,2000,2000-01-01,1,15,000000000,1,1,2023-12-01,8,7,1,0,12,13664811.0,8331742.0,3567945.0,A310,,2023-05-09T20:29:34.104Z,2025-11-18T01:38:58.133Z,current_2025_11_18,A310,3,The Historymakers,36-4328170,A
362827480,The Harbour Inc,,1440 RENAISSANCE DR STE 240,Park Ridge,IL,60068-1452,0,3,3,1000,1976-02-01,1,15,328327326,1,1,2024-06-01,6,6,1,0,6,2820304.0,3608706.0,3562913.0,P300,,2023-05-09T20:29:22.355Z,2025-11-18T01:38:55.197Z,current_2025_11_18,P300,3,The Harbour Inc,36-2827480,P
202917133,Illinois Legal Aid Online,% LISA COLPOYS,120 S LASALLE ST STE 900A,Chicago,IL,60603-3403,0,3,3,1000,2006-09-01,1,15,000000000,1,1,2024-06-01,6,6,1,0,6,2870162.0,3704312.0,3557778.0,I80,,2023-05-09T20:26:24.370Z,2025-11-18T01:37:53.962Z,current_2025_11_18,I80,3,Illinois Legal Aid Online,20-2917133,I
363297621,Business Employment Skills Team Inc,,4110 PROGRESS BLVD STE 1C,Peru,IL,61354-1184,0,3,3,1000,1985-02-01,1,15,000000000,5,1,2024-06-01,4,6,1,0,6,414214.0,3554165.0,3554165.0,J200,Bestfiscal,2023-05-09T20:29:25.609Z,2025-11-18T01:38:55.197Z,current_2025_11_18,J200,3,Business Employment Skills Team Inc Bestfiscal,36-3297621,J
363976909,Sheba Foundation,% STEVEN H LAVIN,1849 GREEN BAY RD STE 440,Highland Park,IL,60035-3173,0,3,3,1000,1994-11-01,1,4,602000000,1,1,2024-12-01,8,8,0,1,12,44844317.0,20583770.0,,T70Z,,2023-05-09T20:29:31.538Z,2025-11-18T01:38:58.133Z,current_2025_11_18,T70Z,3,Sheba Foundation,36-3976909,T
766124547,Rawley Foundation P65070008,% J P MORGAN CHASE BANK N A,10 S DEARBORN IL1-0111,Chicago,IL,60603-2300,0,3,3,1000,1999-03-01,1,4,000000000,2,1,2024-12-01,9,8,0,1,12,78281720.0,23592130.0,,T22,,2023-05-09T20:33:13.193Z,2025-11-18T01:40:23.218Z,current_2025_11_18,T22,3,Rawley Foundation P65070008,76-6124547,T
362324945,Illinois Library Association,,560 W WASHINGTON BLVD STE 330,Chicago,IL,60661-2692,0,3,3,1000,1955-10-01,1,16,059061279,5,1,2024-06-01,6,6,1,0,6,3191269.0,3561207.0,3543658.0,B71Z,,2023-05-09T20:29:21.064Z,2025-11-18T01:38:55.197Z,current_2025_11_18,B71Z,3,Illinois Library Association,36-2324945,B
366150906,Academy Of Nutrition And Dietetics Foundation,,120 S RIVERSIDE PLZ STE 2190,Chicago,IL,60606-3912,0,3,3,1000,1967-06-01,1,16,161180040,1,1,2024-05-01,8,6,1,0,5,39873976.0,4629748.0,3543349.0,E122,,2023-05-09T20:29:38.977Z,2025-11-18T01:39:01.266Z,current_2025_11_18,E122,3,Academy Of Nutrition And Dietetics Foundation,36-6150906,E
237003600,Illinois Institute For Continuing Legal Education,,3161 W WHITE OAKS DR,Springfield,IL,62704-7406,0,3,3,2000,1969-12-01,1,17,030000000,1,1,2023-12-01,7,7,1,0,12,7867526.0,5528528.0,3539350.0,B53Z,,2023-05-09T20:26:55.777Z,2025-11-18T01:38:02.788Z,current_2025_11_18,B53Z,3,Illinois Institute For Continuing Legal Education,23-7003600,B
473909778,Ednavigator Inc,% ARIELA ROZMAN,1033 SOUTH BLVD,Oak Park,IL,60302-2823,0,3,3,1000,2015-09-01,1,15,000000000,1,1,2024-12-01,6,6,1,0,12,3491468.0,2383656.0,2383656.0,B90,,2023-05-09T20:39:10.234Z,2025-11-18T01:39:46.840Z,current_2025_11_18,B90,3,Ednavigator Inc,47-3909778,B
362985865,American Association For The Surgery Of Trauma,% SHARON GAUTSCHY,633 N SAINT CLAIR ST STE 2600,Chicago,IL,60611-6992,0,3,3,1000,1979-01-01,1,16,123149000,1,1,2023-12-01,7,6,1,0,12,9331052.0,3536921.0,3536921.0,G9BZ,,2023-05-09T20:29:23.071Z,2025-11-18T01:38:55.197Z,current_2025_11_18,G9BZ,3,American Association For The Surgery Of Trauma,36-2985865,G
362167765,Juvenile Protective Association,,1707 N HALSTED ST,Chicago,IL,60614-5501,0,3,3,1500,1948-07-01,1,16,349000000,1,1,2024-06-01,7,7,1,0,6,5281811.0,5503908.0,3527298.0,P300,,2023-05-09T20:29:20.421Z,2025-11-18T01:38:52.395Z,current_2025_11_18,P300,3,Juvenile Protective Association,36-2167765,P
363842309,Comprehensive Community Solutions Inc,,917 S MAIN ST,Rockford,IL,61101-1416,0,3,3,1000,1995-08-01,1,15,994328000,1,1,2023-12-01,6,6,1,0,12,2104208.0,3518969.0,3518969.0,P300,,2023-05-09T20:29:30.538Z,2025-11-18T01:38:58.133Z,current_2025_11_18,P300,3,Comprehensive Community Solutions Inc,36-3842309,P
364478478,Henrys Sober Living House,% HENRY D MCGEE JR,7735 S VERNON AVE,Chicago,IL,60619-2922,0,3,3,2000,2003-02-01,1,15,000000000,1,1,2023-12-01,6,6,1,0,12,4765614.0,3518759.0,3518759.0,B99,,2023-05-09T20:29:35.235Z,2025-11-18T01:38:58.133Z,current_2025_11_18,B99,3,Henrys Sober Living House,36-4478478,B
263763572,Taskin Educational Organization,,5999 NEW WILKE RD STE 500,Rolling Mdws,IL,60008-4504,0,3,3,1200,2011-03-01,1,11,000000000,1,1,2023-12-01,8,6,1,0,12,13792391.0,3515934.0,3515934.0,B40,,2023-05-09T20:27:44.894Z,2025-11-18T01:38:21.228Z,current_2025_11_18,B40,3,Taskin Educational Organization,26-3763572,B
364437224,The National Museum Of Puerto Rican Arts And Culture,,3015 W DIVISION ST,Chicago,IL,60622-2739,0,3,3,1000,2001-08-01,1,15,000000000,1,1,2023-12-01,7,6,1,0,12,6807944.0,3513989.0,3513989.0,A23,,2023-05-09T20:29:34.865Z,2025-11-18T01:38:58.133Z,current_2025_11_18,A23,3,The National Museum Of Puerto Rican Arts And Culture,36-4437224,A
366065870,Illinois Audubon Society,,PO BOX 2547,Springfield,IL,62708-2547,0,3,1,2800,1942-07-01,1,16,350030000,1,1,2024-03-01,9,6,1,0,3,53820761.0,3511129.0,3511129.0,C300,,2023-05-09T20:29:37.904Z,2025-11-18T01:39:01.266Z,current_2025_11_18,C300,3,Illinois Audubon Society,36-6065870,C
363516785,Woodlawn Housing Development Corp,,6040 S HARPER AVE,Chicago,IL,60637-3180,0,3,3,1000,2019-05-01,1,15,382000000,1,1,2019-12-01,6,7,1,0,12,1538815.0,5905659.0,3510035.0,L20,Berry Manor,2023-05-09T20:29:27.632Z,2023-07-17T18:51:20.145Z,pre_2023_08_15,L20,3,Woodlawn Housing Development Corp Berry Manor,36-3516785,L
362119989,The Magnificent Mile Association,,625 N MICHIGAN AVE STE 401,Chicago,IL,60611-3186,0,6,3,3000,2021-07-01,2,0,402000000,1,1,2023-12-01,6,6,1,0,12,2466725.0,3509740.0,3509740.0,S41,,2023-05-09T20:29:20.277Z,2025-11-18T01:38:52.395Z,current_2025_11_18,S41,6,The Magnificent Mile Association,36-2119989,S
370902248,Hancock County Senior Services Association,,PO BOX 160,Carthage,IL,62321-0160,0,3,3,1000,1968-05-01,1,16,382150000,1,1,2024-12-01,7,6,1,0,12,8011572.0,3630794.0,3630794.0,L22,,2023-05-09T20:29:41.355Z,2025-11-18T01:39:01.266Z,current_2025_11_18,L22,3,Hancock County Senior Services Association,37-0902248,L
371072273,Management Training & Consulting Corporation,,3117 CIVIC CIRCLE BLVD SUITE B,Marion,IL,62959-5222,0,3,3,1200,1980-03-01,1,15,566000000,1,1,2024-06-01,6,6,1,0,6,1155884.0,3487129.0,3487129.0,J22Z,,2023-05-09T20:29:42.145Z,2025-11-18T01:39:01.266Z,current_2025_11_18,J22Z,3,Management Training & Consulting Corporation,37-1072273,J
991441326,Prytula Foundation Usa,% JUSTYNA REGAN,151 N FRANKLIN ST STE 2500,Chicago,IL,60606-1915,0,3,3,1000,2024-03-01,1,15,000000000,1,1,2024-12-01,6,6,1,0,12,1079304.0,3486599.0,3486599.0,Q30,,2024-05-21T00:14:04.434Z,2025-11-18T01:41:19.259Z,current_2025_11_18,Q30,3,Prytula Foundation Usa,99-1441326,Q
363831877,Boy Scouts Of America,,415 N 2ND ST,Saint Charles,IL,60174-1247,1761,3,9,1200,1965-11-01,1,15,059328908,5,1,2024-12-01,7,6,1,0,12,8834042.0,4321722.0,2618760.0,O43Z,127 Three Fires Council,2023-05-09T20:29:30.465Z,2025-11-18T01:38:58.133Z,current_2025_11_18,O43Z,3,Boy Scouts Of America 127 Three Fires Council,36-3831877,O
300582110,Keystone Alliance,% LINDA COLEMAN,1925 N CLYBOURN AVE,Chicago,IL,60614-4946,0,3,3,1000,2010-06-01,1,22,000000000,1,1,2024-06-01,6,6,1,0,6,2189401.0,3478417.0,3478417.0,E196,,2023-05-09T20:28:07.434Z,2025-11-18T01:38:27.224Z,current_2025_11_18,E196,3,Keystone Alliance,30-0582110,E
471645999,Julian Grace Foundation,% BLUE MARBLE,1849 GREEN BAY RD STE 280,Highland Park,IL,60035-3167,0,3,3,1000,2015-02-01,1,4,000000000,1,1,2023-12-01,9,8,0,1,12,86099265.0,25074932.0,,T20,,2023-05-09T20:31:32.548Z,2025-11-18T01:39:43.912Z,current_2025_11_18,T20,3,Julian Grace Foundation,47-1645999,T
362464241,Telshe Yeshiva Chicago Rabbinical College Telshe Chicago,,3535 W FOSTER AVE,Chicago,IL,60625-5526,0,3,3,7000,1974-08-01,1,10,030000000,1,1,,8,6,6,0,6,,,,X30,,2023-05-09T20:29:21.425Z,2025-11-18T01:38:55.197Z,current_2025_11_18,X30,3,Telshe Yeshiva Chicago Rabbinical College Telshe Chicago,36-2464241,X
842903878,Mdrt Global Services,% STEPHEN P STAHR,325 W TOUHY AVE,Park Ridge,IL,60068-4204,0,6,3,2000,2023-05-01,2,0,000000000,1,1,2024-12-01,4,6,1,0,12,306651.0,3473278.0,3473278.0,S41,,2024-09-17T17:24:56.290Z,2025-11-18T01:40:44.839Z,current_2025_11_18,S41,6,Mdrt Global Services,84-2903878,S
362726074,Countryside Montessori Schools Inc,,1985 PFINGSTEN RD,Northbrook,IL,60062-5853,0,3,3,2000,1972-02-01,1,11,046030000,1,1,2024-06-01,7,6,1,0,6,6829998.0,3466543.0,3466543.0,B21Z,,2023-05-09T20:29:22.134Z,2025-11-18T01:38:55.197Z,current_2025_11_18,B21Z,3,Countryside Montessori Schools Inc,36-2726074,B
363242915,Crystal Lake Food Pantry Inc,,42 EAST STREET,Crystal Lake,IL,60014-4400,0,3,3,1000,1983-08-01,1,15,560000000,1,1,2024-12-01,6,6,1,0,12,2336892.0,3466226.0,3466226.0,K31Z,,2023-05-09T20:29:25.041Z,2025-11-18T01:38:55.197Z,current_2025_11_18,K31Z,3,Crystal Lake Food Pantry Inc,36-3242915,K
201880398,Alliance To End Homelessness In Suburban Cook County,% JENNIFER HILL,4415 HARRISON ST STE 228,Hillside,IL,60162-1904,0,3,3,1000,2005-05-01,1,15,000000000,1,1,2023-12-01,6,6,1,0,12,1506226.0,3463288.0,3463288.0,L02,,2023-05-09T20:26:21.670Z,2025-11-18T01:37:50.743Z,current_2025_11_18,L02,3,Alliance To End Homelessness In Suburban Cook County,20-1880398,L
363650550,Community Services Foundation,,18230 ORLAND PKWY,Orland Park,IL,60467-5688,0,3,3,1000,2018-08-01,1,22,160000000,1,1,2024-06-01,8,6,1,0,6,30699019.0,4683017.0,3463012.0,T31,,2023-05-09T20:29:28.760Z,2025-11-18T01:38:58.133Z,current_2025_11_18,T31,3,Community Services Foundation,36-3650550,T
363591867,Illinois Telecommunications Access Corporation,% TRUDY SNELL EXECUTIVE DIRECTOR,3001 MONTVALE DR STE D,Springfield,IL,62704-5377,0,3,3,1000,1988-12-01,1,15,160000000,1,1,2024-12-01,6,6,1,0,12,4703205.0,3526689.0,3526689.0,G42Z,C O H Duren Exec Vp Illinois Bell,2023-05-09T20:29:28.286Z,2025-11-18T01:38:55.197Z,current_2025_11_18,G42Z,3,Illinois Telecommunications Access Corporation C O H Duren Exec Vp Illinois Bell,36-3591867,G
362041016,Society Of Tribologists & Lubrication Engineers,,840 BUSSE HWY,Park Ridge,IL,60068-2302,3722,3,6,8200,2001-03-01,1,16,120205059,1,1,2024-06-01,6,6,1,0,6,4946957.0,4811662.0,3454837.0,U99C,,2023-05-09T20:29:20.201Z,2025-11-18T01:38:52.395Z,current_2025_11_18,U99C,3,Society Of Tribologists & Lubrication Engineers,36-2041016,U
363183163,Good Shepherd Manor Foundation,,PO BOX 260,Momence,IL,60954-0260,0,3,3,1000,1983-02-01,1,17,160602000,1,1,2024-06-01,9,8,1,0,6,54606175.0,22144132.0,3449817.0,T70Z,,2023-05-09T20:29:24.170Z,2025-11-18T01:38:55.197Z,current_2025_11_18,T70Z,3,Good Shepherd Manor Foundation,36-3183163,T
371223450,Violence Prevention Center Of Southwestern Illinois,,PO BOX 831,Belleville,IL,62222-0831,0,3,3,1000,1988-04-01,1,15,559994000,1,1,2024-06-01,7,6,1,0,6,5438963.0,3733738.0,3448342.0,P43Z,,2023-05-09T20:29:43.516Z,2025-11-18T01:39:01.266Z,current_2025_11_18,P43Z,3,Violence Prevention Center Of Southwestern Illinois,37-1223450,P
237367844,South Chicago Parents And Friends Inc,% SOUT,10241 S COMMERCIAL AVE,Chicago,IL,60617-5835,0,3,3,1200,1974-05-01,1,15,160000000,1,1,2024-06-01,6,6,1,0,6,4020688.0,3492828.0,3441773.0,P820,,2023-05-09T20:27:11.388Z,2025-11-18T01:38:08.442Z,current_2025_11_18,P820,3,South Chicago Parents And Friends Inc,23-7367844,P
43165255,National Basketball Retired Players Association Inc,,444 N MICHIGAN AVE STE 2970,Chicago,IL,60611-3996,0,3,3,1000,2004-02-01,1,15,260000000,1,1,2023-12-01,6,6,1,0,12,3286454.0,3437614.0,3437614.0,B90,,2023-05-09T20:26:08.523Z,2025-11-18T01:37:47.981Z,current_2025_11_18,B90,3,National Basketball Retired Players Association Inc,04-3165255,B
363553268,Herrendorf Family Foundation Inc,% JOSEPH D AMENT,425 HUEHL RD BLDG 7,Northbrook,IL,60062-2322,0,3,3,1000,1987-12-01,1,4,602603000,1,1,2024-06-01,8,8,0,1,6,41746255.0,13092498.0,,B82,,2023-05-09T20:29:27.924Z,2025-11-18T01:38:55.197Z,current_2025_11_18,B82,3,Herrendorf Family Foundation Inc,36-3553268,B
370510567,Laborers International Union Of North America,% JACK SKELCHER,5102 ED SMITH WAY,Marion,IL,62959-6395,121,5,9,3000,1960-03-01,2,0,263059264,5,1,2024-09-01,6,6,1,0,9,2331251.0,3433850.0,3433850.0,J40Z,773 Local,2023-05-09T20:29:40.428Z,2025-11-18T01:39:01.266Z,current_2025_11_18,J40Z,5,Laborers International Union Of North America 773 Local,37-0510567,J
362494328,Calvin Christian School Society At South Holland Ill,,528 E 161ST PL,South Holland,IL,60473-1617,0,3,3,2700,1951-11-01,1,11,046030000,1,1,2024-07-01,6,6,1,0,7,2777020.0,3592924.0,3431899.0,B24Z,,2023-05-09T20:29:21.499Z,2025-11-18T01:38:55.197Z,current_2025_11_18,B24Z,3,Calvin Christian School Society At South Holland Ill,36-2494328,B
